Date,energy_price
2022-07-30,106.2849330042
2022-07-31,118.86402266526666
2022-08-01,111.59073378603334
2022-08-02,106.7048689376
2022-08-03,112.1731836856
2022-08-04,112.15362635406666
2022-08-05,110.53839589653334
2022-08-06,109.74198797543333
2022-08-07,105.67941845366666
2022-08-08,106.33572189046667
2022-08-09,108.32807527056667
2022-08-10,107.4484264971
2022-08-11,107.8097583792
2022-08-12,109.44817734046667
2022-08-13,107.64706501696666
2022-08-14,109.50142468013333
2022-08-15,107.62571206213333
2022-08-16,120.4719799521
2022-08-17,147.56621963536668
2022-08-18,119.15620876793332
2022-08-19,125.89817941953334
2022-08-20,108.6342623397
2022-08-21,107.70839305636667
2022-08-22,134.44052801216665
2022-08-23,127.77376718219999
2022-08-24,167.67082691546668
2022-08-25,202.77125651136666
2022-08-26,236.2440918179
2022-08-27,253.56647582180003
2022-08-28,266.64281586826667
2022-08-29,287.20650658973335
2022-08-30,303.3401654812667
2022-08-31,334.38045994973334
2022-09-01,321.8879914711667
2022-09-02,335.23883598773335
2022-09-03,287.4074633302667
2022-09-04,202.14386826343335
2022-09-05,200.7256060527
2022-09-06,210.30769246586667
2022-09-07,201.5815019135
2022-09-08,191.34755633673333
2022-09-09,208.70656760263333
2022-09-10,211.3363892950333
2022-09-11,137.3675665684
2022-09-12,209.80917733650003
2022-09-13,271.8992538987333
2022-09-14,332.5957400667333
2022-09-15,434.0241668406
2022-09-16,411.34181136136664
2022-09-17,337.5237664415333
2022-09-18,224.91087308343333
2022-09-19,277.2270228648667
2022-09-20,272.4116762438333
2022-09-21,248.00393778426667
2022-09-22,224.00260369696664
2022-09-23,226.60250982703334
2022-09-24,199.5820167503333
2022-09-25,182.94380346596665
2022-09-26,241.63649198756664
2022-09-27,232.83510477666664
2022-09-28,217.99648210433335
2022-09-29,226.1721893805
2022-09-30,239.35278300783332
2022-10-01,151.60885155484445
2022-10-02,152.49832810744445
2022-10-03,156.38026261383334
2022-10-04,169.8222878902889
2022-10-05,176.7718551801778
2022-10-06,177.1811389441222
2022-10-07,172.6624002974
2022-10-08,169.63443993466666
2022-10-09,143.7311005684
2022-10-10,177.15813917670002
2022-10-11,195.73022481595555
2022-10-12,185.574100134
2022-10-13,177.50878236513333
2022-10-14,178.56915131524445
2022-10-15,169.0318371276
2022-10-16,184.74317040895554
2022-10-17,167.52188848586667
2022-10-18,177.09594684367778
2022-10-19,239.91457774260002
2022-10-20,210.1743305757111
2022-10-21,219.63003686292222
2022-10-22,175.20620168814446
2022-10-23,133.85079334356666
2022-10-24,147.8419875748889
2022-10-25,158.64012517214445
2022-10-26,177.9900003762222
2022-10-27,166.35782411813335
2022-10-28,169.70481861215555
2022-10-29,120.35219211326665
2022-10-30,101.11268580731111
2022-10-31,121.37945495417777
2022-11-01,200.736745175
2022-11-02,224.36854415936668
2022-11-03,223.58489587013332
2022-11-04,180.38691703296664
2022-11-05,173.37009246173332
2022-11-06,114.21265954990001
2022-11-07,161.54418318086667
2022-11-08,181.375653051
2022-11-09,187.5463017727333
2022-11-10,185.5893434249
2022-11-11,165.87799864439998
2022-11-12,167.9971178559
2022-11-13,167.74615571763334
2022-11-14,136.1720299063
2022-11-15,160.05898493060002
2022-11-16,165.7053903319
2022-11-17,164.309055247
2022-11-18,113.89786579529999
2022-11-19,121.39357856603334
2022-11-20,111.50842822936666
2022-11-21,121.96276779793334
2022-11-22,164.3267622455
2022-11-23,173.01798024863334
2022-11-24,184.584252135
2022-11-25,219.5569739768
2022-11-26,248.80812348596666
2022-11-27,251.23229482346665
2022-11-28,274.012303675
2022-11-29,286.1381870071
2022-11-30,311.2777561574666
2022-12-01,325.65837087483334
2022-12-02,335.3460165459333
2022-12-03,337.02038819176664
2022-12-04,256.9089107462
2022-12-05,299.0853359828333
2022-12-06,246.8713280410333
2022-12-07,253.41548442473334
2022-12-08,242.22720077489998
2022-12-09,212.55375504523332
2022-12-10,236.70622378776667
2022-12-11,244.2799634802333
2022-12-12,244.03930923973334
2022-12-13,258.01204906566664
2022-12-14,270.56638503663333
2022-12-15,285.31787186746664
2022-12-16,283.271270214
2022-12-17,273.05082591086665
2022-12-18,287.3321921675667
2022-12-19,322.7368456294
2022-12-20,326.28494577379996
2022-12-21,357.1352101584
2022-12-22,400.58238712803336
2022-12-23,419.113694959
2022-12-24,420.61965224836666
2022-12-25,429.7334954217333
2022-12-26,444.5355751137667
2022-12-27,467.5575736797
2022-12-28,509.26169147026667
2022-12-29,507.7130395607667
2022-12-30,450.7930971015
2022-12-31,523.0726980822
2023-01-01,499.7962119735334
2023-01-02,510.85099792269995
2023-01-03,531.0305672357
2023-01-04,556.6253745001333
2023-01-05,560.9106826756333
2023-01-06,526.6652148232333
2023-01-07,503.1934809124
2023-01-08,415.80649718089995
2023-01-09,432.61928971466665
2023-01-10,381.8508350045667
2023-01-11,436.0338762112333
2023-01-12,309.3528225253
2023-01-13,256.55275899496667
2023-01-14,250.0275534853
2023-01-15,212.65986900166664
2023-01-16,204.80564961203333
2023-01-17,216.14657120303332
2023-01-18,250.5803743439
2023-01-19,235.7702636137
2023-01-20,243.29817348203335
2023-01-21,202.96812168300002
2023-01-22,194.94165071756666
2023-01-23,243.9196906469667
2023-01-24,250.93103278116666
2023-01-25,277.90809736939997
2023-01-26,348.9216554459333
2023-01-27,375.9744406195
2023-01-28,396.3932978743333
2023-01-29,452.8826199384334
2023-01-30,568.7788272762333
2023-01-31,675.0510164512666
2023-02-01,768.6838144923667
2023-02-02,721.5205503904334
2023-02-03,794.9294052108667
2023-02-04,799.9009328050333
2023-02-05,741.8818057063332
2023-02-06,569.4053375572
2023-02-07,682.3372145263667
2023-02-08,621.2968903492666
2023-02-09,561.624488399
2023-02-10,556.9092336778667
2023-02-11,604.8585322595667
2023-02-12,573.2946676894334
2023-02-13,572.7660878618666
2023-02-14,562.8534410486667
2023-02-15,547.7789099221001
2023-02-16,515.8515977783667
2023-02-17,496.16126738863335
2023-02-18,429.38230709373335
2023-02-19,418.85779309260005
2023-02-20,410.9205700374
2023-02-21,423.7087455614333
2023-02-22,351.6163010174667
2023-02-23,372.57516342446667
2023-02-24,361.4122095290333
2023-02-25,297.97839228056665
2023-02-26,315.511962764
2023-02-27,319.4327370885333
2023-02-28,366.6270357873
2023-03-01,374.07319763436664
2023-03-02,372.13955998246666
2023-03-03,435.5328814148666
2023-03-04,450.0135043289333
2023-03-05,463.7545105165
2023-03-06,501.8976104556
2023-03-07,487.81375585279994
2023-03-08,470.94714484176666
2023-03-09,431.3983143267
2023-03-10,313.6173168691667
2023-03-11,312.0133821560333
2023-03-12,287.9145897603
2023-03-13,234.20115136966663
2023-03-14,185.5636310353
2023-03-15,164.92299893443334
2023-03-16,168.05130423886666
2023-03-17,219.3029585301
2023-03-18,203.53429561523333
2023-03-19,163.73357652546667
2023-03-20,234.4922552514
2023-03-21,291.23608951746667
2023-03-22,341.55839888603333
2023-03-23,321.62533798656665
2023-03-24,329.27193836323335
2023-03-25,236.03052647476667
2023-03-26,186.26691535273335
2023-03-27,180.38245627016667
2023-03-28,188.87672340606665
2023-03-29,153.32040885503335
2023-03-30,168.90205633026667
2023-03-31,163.32335787553333
2023-04-01,149.59529507336666
2023-04-02,153.88823286206664
2023-04-03,147.18555320043333
2023-04-04,150.28855113836667
2023-04-05,144.2343309941
2023-04-06,139.88260143969998
2023-04-07,133.9439032891
2023-04-08,141.84049052946668
2023-04-09,133.08015810536668
2023-04-10,143.43973677953332
2023-04-11,145.75005667423332
2023-04-12,263.44543922816666
2023-04-13,242.19941356779998
2023-04-14,242.84623382786666
2023-04-15,214.80052073299998
2023-04-16,212.02258143863332
2023-04-17,294.0202761736667
2023-04-18,290.9840322788
2023-04-19,262.3251726828
2023-04-20,303.79650600099995
2023-04-21,319.6270939814333
2023-04-22,334.2317397834
2023-04-23,341.2148204153
2023-04-24,343.05637368949994
2023-04-25,333.4545873304
2023-04-26,323.327413014
2023-04-27,249.317842336
2023-04-28,254.68260098340002
2023-04-29,186.79008909516668
2023-04-30,210.57818095133334
2023-05-01,189.01870382113336
2023-05-02,240.77239092570002
2023-05-03,255.105191346
2023-05-04,257.89916929463334
2023-05-05,321.68339539606666
2023-05-06,321.9544497141
2023-05-07,354.5173310422333
2023-05-08,404.3975417612
2023-05-09,514.3697640661667
2023-05-10,582.1855448730333
2023-05-11,629.9293873606
2023-05-12,639.0584256112
2023-05-13,692.2176118567
2023-05-14,682.7860478941999
2023-05-15,727.0558307901
2023-05-16,776.6545298109668
2023-05-17,811.1855775365999
2023-05-18,820.3688887720333
2023-05-19,834.1325286478333
2023-05-20,836.8465536497333
2023-05-21,781.1399254179
2023-05-22,789.4337239329667
2023-05-23,801.7243562416
2023-05-24,741.2614393731333
2023-05-25,765.2225726731334
2023-05-26,669.8191737313
2023-05-27,650.3343199944667
2023-05-28,450.59354166516664
2023-05-29,374.37251369083333
2023-05-30,385.6183086151
2023-05-31,360.37045275606664
2023-06-01,308.91654787276667
2023-06-02,253.70867818600001
2023-06-03,246.6326825770333
2023-06-04,206.9850470411333
2023-06-05,266.10522138560003
2023-06-06,302.2922313390667
2023-06-07,346.08643039783334
2023-06-08,329.4370321681333
2023-06-09,310.7298592868
2023-06-10,292.0219092928
2023-06-11,281.5663019065667
2023-06-12,295.7395729818666
2023-06-13,327.5229819927
2023-06-14,352.6390978964
2023-06-15,363.4437399086334
2023-06-16,409.9441384222
2023-06-17,440.87588160436667
2023-06-18,499.28028665153334
2023-06-19,568.8711079990334
2023-06-20,602.020597139
2023-06-21,739.7786245499334
2023-06-22,749.1596229890333
2023-06-23,846.8458569028667
2023-06-24,888.3327651133667
2023-06-25,715.754742528
2023-06-26,685.7912672841334
2023-06-27,598.3499218381334
2023-06-28,612.2174932613667
2023-06-29,472.8369474031333
2023-06-30,516.2033960732334
2023-07-01,544.7705213565667
2023-07-02,550.9924406845666
2023-07-03,483.6502214998334
2023-07-04,553.0780864147
2023-07-05,604.0613552063
2023-07-06,612.6520655029666
2023-07-07,561.720197503
2023-07-08,511.34744451383335
2023-07-09,443.23049767003334
2023-07-10,464.0946349298667
2023-07-11,520.6698138396333
2023-07-12,558.0087941169
2023-07-13,623.2256895074667
2023-07-14,667.2388902573667
2023-07-15,627.5580529219334
2023-07-16,655.8061852985
2023-07-17,607.7387937565333
2023-07-18,562.4534141153
2023-07-19,452.60713804463336
2023-07-20,355.5250355956
2023-07-21,448.7364667266666
2023-07-22,343.9170169912
2023-07-23,368.67011887483335
2023-07-24,505.73658042333335
2023-07-25,501.0301570304
2023-07-26,508.31399602706665
2023-07-27,543.2798406008666
2023-07-28,485.35978145363333
2023-07-29,502.27738020969997
2023-07-30,503.4671490768667
2023-07-31,493.9659789703334
2023-08-01,547.1345043071
2023-08-02,552.4892412716
2023-08-03,502.80451949393336
2023-08-04,534.6192562463666
2023-08-05,464.11961710286664
2023-08-06,492.90175899686665
2023-08-07,407.4434403267667
2023-08-08,520.8159737078333
2023-08-09,615.0041053912
2023-08-10,672.7727046824
2023-08-11,743.8591253586001
2023-08-12,765.2201509364668
2023-08-13,662.3748478974667
2023-08-14,648.2864592554333
2023-08-15,743.5988251514667
2023-08-16,684.1074411735334
2023-08-17,695.5571388220666
2023-08-18,718.1244276738333
2023-08-19,688.8797853554333
2023-08-20,429.54986892410005
2023-08-21,427.41971876913334
2023-08-22,333.6424985433667
2023-08-23,240.48830502266665
2023-08-24,199.13479862393334
2023-08-25,201.7994960485
2023-08-26,244.67607934786668
2023-08-27,182.24162300086667
2023-08-28,362.57467050660006
2023-08-29,557.3878632841
2023-08-30,752.3462168504999
2023-08-31,804.1298802825668
2023-09-01,840.0535151349333
2023-09-02,897.7582867515666
2023-09-03,940.0739380390668
2023-09-04,965.3959244287001
2023-09-05,980.1408900017
2023-09-06,938.9837728269
2023-09-07,1002.4018762710666
2023-09-08,1020.1230077620334
2023-09-09,1042.4125910953665
2023-09-10,1040.2309244287
2023-09-11,1056.0735910953665
2023-09-12,1055.8125910953665
2023-09-13,1057.2250910953667
2023-09-14,1058.2146744287
2023-09-15,1059.5459244287001
2023-09-16,1053.5576515038
2023-09-17,980.9484479552333
2023-09-18,1040.0333886235
2023-09-19,1046.8870506150668
2023-09-20,1040.3662577620335
2023-09-21,1060.2107160953667
2023-09-22,1059.9921744287
2023-09-23,1061.2059358995332
2023-09-24,999.4853164340001
2023-09-25,1040.8716778893333
2023-09-26,1061.5271744287
2023-09-27,1041.1605757635332
2023-09-28,1042.7696452357
2023-09-29,1030.8072240289
2023-09-30,1012.2209689485334
