date,precipitacion_unidadmedida,precipitacion_amazonas,precipitacion_arauca,precipitacion_atlantico,precipitacion_bogota,precipitacion_bolivar,precipitacion_caqueta,precipitacion_casanare,precipitacion_cesar,precipitacion_choco,precipitacion_guainia,precipitacion_guaviare,precipitacion_la guajira,precipitacion_magdalena,precipitacion_meta,precipitacion_narino,precipitacion_norte de santander,precipitacion_putumayo,precipitacion_quindio,precipitacion_risaralda,precipitacion_san andres providencia,precipitacion_sucre,precipitacion_vaupes,precipitacion_vichada,precipitacion_departamentos_represa
2021-08-22,mm,0.0,56.0,21.119999999999997,0.31,146.79999999999998,0.0,161.4,62.3,1230.7,11.9,4.26,2.6,113.85,15.0,19.4,72.89999999999999,14.200000000000001,0.1,0.2,53.400000000000006,125.9,19.82,15.620000000000001,691.2
2021-08-23,mm,0.0,35.6,32.97,20.21,47.84,0.0,33.5,42.6,998.8,2.2,0.6599999999999999,4.89,179.32999999999998,10.1,54.308,110.7,0.8,37.2,42.9,75.0,25.3,15.639999999999997,0.6,1000.8019999999999
2021-08-24,mm,0.1,27.0,72.59,0.6,87.84,29.599999999999998,68.0,106.7,658.6,14.3,3.08,16.060000000000002,145.76,18.2,31.285,69.2,1.4,49.6,58.3,41.3,80.1,3.8,0.0,1148.017
2021-08-25,mm,0.0,40.400000000000006,43.41,0.49,82.56,0.1,13.0,6.800000000000001,520.2,0.1,1.1600000000000001,52.89,18.02,31.700000000000003,61.239,25.7,0.5,80.89999999999999,59.10000000000001,97.2,57.300000000000004,1.7599999999999998,7.040000000000001,1468.307
2021-08-26,mm,0.0,38.9,15.94,0.83,8.31,7.8,6.5,9.9,28.4,13.84,3.9800000000000004,83.31,66.75999999999999,28.3,25.813000000000002,17.8,1.9,99.5,92.10000000000001,2.9,16.9,4.720000000000001,0.0,964.8189999999998
2021-08-27,mm,0.07,36.5,21.130000000000003,13.66,37.699999999999996,25.900000000000002,94.4,8.1,82.5,1.6,0.0,61.580000000000005,39.17,90.4,41.867,32.5,27.5,2.8,30.7,0.0,185.2,3.08,18.520000000000003,1161.941
2021-08-28,mm,0.0,53.6,17.770000000000003,15.43,41.809999999999995,0.1,8.9,7.0,96.9,1.6,0.02,17.81,25.77,34.6,68.762,66.4,32.6,27.3,78.39999999999999,2.0,232.0,4.720000000000001,8.32,1039.8829999999998
2021-08-29,mm,0.0,32.9,35.72,0.2,87.56,33.2,124.7,6.2,51.400000000000006,0.6799999999999999,3.9800000000000004,4.06,27.7,113.8,7.9,67.0,7.699999999999999,40.1,90.60000000000001,0.2,23.3,4.720000000000001,10.66,686.0640000000001
2021-08-30,mm,0.0,118.8,44.47,0.9099999999999999,160.39000000000001,0.3,36.1,50.0,1063.5,0.3,19.74,7.45,237.51,82.0,23.6,356.5,0.8,69.8,140.5,62.5,82.5,12.5,33.12,2144.876
2021-08-31,mm,0.0,104.6,15.88,37.019999999999996,41.779999999999994,4.0,49.6,15.0,1070.8,9.1,11.4,11.64,45.78,29.1,32.5,121.2,0.0,23.9,11.4,33.9,26.9,11.34,17.16,1174.9510000000002
2021-09-01,mm,0.0,64.5,1.8,1.77,63.550000000000004,0.0,135.70000000000002,4.8,1087.3999999999999,0.4,8.540000000000001,14.91,20.53,56.29,35.4,35.0,25.7,9.8,0.7,82.4,31.2,6.14,4.54,770.535
2021-09-02,mm,0.0,45.0,1.79,0.56,15.07,0.0,39.5,4.3,1092.3999999999999,0.5,9.419999999999998,8.91,35.03,21.0,42.8,2.0,0.4,1.6,0.2,0.0,29.5,16.86,15.620000000000001,331.72299999999996
2021-09-03,mm,0.0,30.0,20.349999999999998,0.66,68.30000000000001,24.4,83.53,3.2,1219.6,0.0,8.02,9.22,19.56,63.53,60.3,39.6,46.5,0.5,1.6,1.5,32.5,3.2399999999999998,0.0,738.201
2021-09-04,mm,0.0,35.8,15.82,0.28,242.61,0.0,45.04,63.6,1056.3,11.5,6.32,8.44,40.459999999999994,12.120000000000001,10.919,80.9,6.8,8.3,24.5,4.4,196.7,11.3,15.620000000000001,966.649
2021-09-05,mm,0.0,62.9,23.29,17.509999999999998,62.97,17.4,50.900000000000006,60.800000000000004,1227.3,5.5,20.259999999999998,18.59,45.57,45.83,22.568,137.1,0.5,135.0,13.4,10.0,32.0,3.5599999999999996,4.36,1167.521
2021-09-06,mm,0.0,82.2,51.69,14.4,66.2,7.7,148.9,43.9,1083.2,19.9,9.1,14.12,67.74,305.96999999999997,88.695,183.7,32.7,67.9,61.800000000000004,40.5,51.0,21.1,17.880000000000003,2080.9049999999997
2021-09-07,mm,0.0,88.1,21.450000000000003,4.97,79.27000000000001,0.1,35.9,100.1,1168.8,34.3,2.8,14.07,26.32,18.77,48.848,112.1,0.0,9.200000000000001,16.0,26.299999999999997,65.8,12.62,1.1800000000000002,938.178
2021-09-08,mm,0.0,57.0,11.639999999999999,1.45,34.8,0.5,22.299999999999997,2.7,1260.7,0.7,2.1399999999999997,51.989999999999995,23.68,9.27,32.6,14.4,0.4,42.2,21.8,6.4,38.900000000000006,1.52,0.36,1161.652
2021-09-09,mm,0.0,42.1,17.380000000000003,0.6000000000000001,156.68,44.599999999999994,78.5,2.2,1201.3,0.0,4.139999999999999,13.84,35.59,7.7299999999999995,10.4,41.9,4.7,0.2,6.4,4.2,52.3,10.399999999999999,15.700000000000003,747.8449999999999
2021-09-10,mm,0.0,108.3,44.89,12.420000000000002,53.6,56.3,189.4,2.0,1150.7,0.3,23.54,10.51,26.400000000000002,164.34,55.3,74.2,29.4,13.6,33.3,19.0,87.5,7.0,16.2,2221.517
2021-09-11,mm,0.0,78.6,17.540000000000003,12.68,67.9,6.3,138.8,2.5,1095.8999999999999,19.6,9.38,4.38,31.88,129.35,25.204,122.39999999999999,4.6,18.6,28.3,0.7000000000000001,76.1,2.5599999999999996,15.620000000000001,1967.731
2021-09-12,mm,1.97,65.5,22.96,0.06,78.1,130.7,42.8,3.0,1136.4,0.1,2.3,3.64,51.69,78.2,85.03800000000001,24.5,58.599999999999994,44.8,40.7,39.400000000000006,35.6,2.6,1.1199999999999999,1264.86
2021-09-13,mm,0.0,42.5,33.81,0.5,39.08,0.0,71.80000000000001,3.3000000000000003,1206.0,0.2,6.12,6.4,28.549999999999997,14.1,9.1,22.6,0.0,0.0,0.30000000000000004,42.6,86.2,0.8800000000000001,15.62,826.2350000000001
2021-09-14,mm,0.0,44.7,33.400000000000006,0.8,54.66,0.3,42.45,9.5,1220.6,0.0,5.119999999999999,6.17,27.27,7.59,22.529,69.1,8.6,6.7,13.9,18.6,30.199999999999996,1.3199999999999998,15.620000000000001,1042.052
2021-09-15,mm,0.4,67.9,7.449999999999999,0.0,50.17,39.3,134.9,3.4,1128.6,36.3,5.459999999999999,1.5,32.52,64.38000000000001,39.7,41.5,15.2,15.2,1.6,2.2,77.2,4.08,15.48,988.9849999999999
2021-09-16,mm,0.0,66.5,14.48,0.1,121.03999999999999,0.2,39.56,6.8,1156.5,1.1,4.539999999999999,3.99,63.2,11.44,13.5,6.8,3.6,0.1,11.7,4.4,109.8,12.66,16.68,623.5989999999999
2021-09-17,mm,0.062,42.5,17.9,0.0,21.599999999999998,8.4,114.6,2.2,1166.7,114.3,4.279999999999999,1.6,48.31,41.54,29.66,2.4,20.1,0.0,0.0,0.6000000000000001,44.8,9.52,15.900000000000002,497.303
2021-09-18,mm,0.0,40.2,21.52,0.0,58.28,0.1,62.199999999999996,0.4,1090.6,12.0,5.54,1.02,24.68,9.12,44.0,6.9,0.2,0.0,0.3,14.600000000000001,90.4,1.2399999999999998,15.62,848.5999999999999
2021-09-19,mm,2.648,52.3,41.089999999999996,1.11,17.61,0.9,46.3,1.2,1141.1,2.6,5.72,0.7,27.240000000000002,12.77,34.2,86.6,0.0,27.200000000000003,39.3,0.8999999999999999,65.7,0.12,8.04,1131.803
2021-09-20,mm,0.0,55.699999999999996,15.229999999999999,6.539999999999999,56.04,1.7,85.80000000000001,21.8,1180.3,4.2,0.64,3.1100000000000003,3.84,11.71,27.339000000000002,81.1,0.3,1.5,15.3,15.6,79.3,9.979999999999999,20.0,832.153
2021-09-21,mm,11.026,149.8,10.32,0.44999999999999996,106.0,33.6,144.89999999999998,0.0,1074.0,31.0,27.46,1.01,32.480000000000004,85.56,57.916,131.0,8.6,14.6,39.5,1.0,36.300000000000004,9.0,7.74,1694.1529999999998
2021-09-22,mm,0.030000000000000006,77.1,86.85,26.189999999999998,98.49,1.5,196.2,52.3,1226.9,40.8,24.32,6.58,40.97,117.26,41.453,137.8,10.1,53.5,61.8,4.5,80.3,21.32,29.54,2776.8360000000002
2021-09-23,mm,0.8019999999999999,50.8,18.45,2.46,69.64,23.1,24.1,0.7,1176.3999999999999,1.3,27.939999999999998,56.05,33.33,34.66,24.973,23.3,25.2,63.3,55.4,0.0,28.900000000000002,7.340000000000001,3.8600000000000003,1748.0079999999998
2021-09-24,mm,1.0859999999999999,87.5,54.480000000000004,0.0,61.61,0.0,229.0,17.5,1111.6999999999998,16.3,4.8,48.769999999999996,33.42,54.25,21.7,24.9,3.6,0.1,0.0,4.8,90.1,3.28,16.02,872.683
2021-09-25,mm,0.0,53.6,1.05,0.0,30.7,49.900000000000006,26.1,0.0,1154.0,0.1,2.02,4.4,40.01,10.91,27.8,20.4,48.3,0.5,0.0,33.3,24.6,16.78,16.740000000000002,539.531
2021-09-26,mm,0.0,40.9,6.21,0.0,615.61,0.0,25.1,49.0,1091.6,33.4,4.1,9.92,28.9,8.14,31.6,0.6000000000000001,0.2,0.0,2.5,13.6,24.2,13.2,15.620000000000001,350.6
2021-09-27,mm,0.5900000000000001,37.099999999999994,28.31,0.03,461.69,0.1,164.4,0.1,1160.3,0.2,1.8599999999999999,16.25,27.63,17.93,9.714999999999998,29.8,0.0,0.0,3.8,0.0,64.8,11.32,15.62,370.426
2021-09-28,mm,0.0,60.1,24.17,0.78,343.89,58.5,70.1,26.6,1092.7,1.6,10.76,12.260000000000002,100.53999999999999,46.78,40.8,2.7,0.0,79.89999999999999,118.8,0.0,66.5,9.68,19.060000000000002,1409.8950000000002
2021-09-29,mm,7.844000000000001,21.4,37.8,0.0,365.89,37.1,81.4,27.8,1111.9,0.2,21.6,12.43,35.88,108.34,162.0,102.4,0.2,111.89999999999999,80.69999999999999,29.2,31.400000000000002,18.04,95.7,1774.607
2021-09-30,mm,0.0,64.8,53.11,10.43,425.92,47.7,195.4,0.3,1136.6,26.5,13.0,22.66,60.79,163.77,76.349,132.2,5.4,116.6,44.5,1.0,110.8,15.74,34.1,2717.851
2021-10-01,mm,0.9120000000000001,22.2,53.18,0.27,418.98,0.1,39.9,21.6,1076.0,1.2,0.32,18.62,64.77000000000001,16.6,99.4,24.1,0.2,5.0,24.5,2.4,31.0,13.919999999999998,0.7,616.6510000000001
2021-10-02,mm,0.0,35.8,25.47,0.04,480.9,3.2,34.0,39.4,1309.8,5.1,6.380000000000001,21.83,28.74,19.9,42.7,14.4,0.0,50.0,34.900000000000006,4.1,30.8,8.5,1.2,784.871
2021-10-03,mm,0.5900000000000001,34.8,17.52,0.08,309.45,0.2,47.0,4.4,1147.6999999999998,2.7,2.0599999999999996,5.359999999999999,26.04,12.1,20.03,39.1,0.7,20.7,2.3,13.3,32.6,12.760000000000002,0.0,610.226
2021-10-04,mm,0.13999999999999999,37.3,23.49,5.34,336.6,7.7,91.39999999999999,3.7,1116.8,1.8,4.46,5.18,30.47,39.9,60.06,36.4,2.9,14.200000000000001,9.1,16.7,22.5,10.08,17.8,822.5519999999999
2021-10-05,mm,6.582000000000001,57.2,88.36,0.21,75.44,22.900000000000002,48.510000000000005,33.9,1071.8,0.6,11.88,3.89,131.49,190.5,58.083000000000006,84.8,36.5,7.8999999999999995,16.9,2.9,30.3,18.919999999999998,2.6,1267.894
2021-10-06,mm,4.864,84.1,12.16,0.09,116.17999999999999,93.89999999999999,125.96000000000001,4.1,1185.2,6.8,18.12,1.04,19.03,126.2,33.706,43.1,9.6,9.0,4.3,31.6,62.6,0.38,0.2,1581.1430000000003
2021-10-07,mm,7.824000000000001,41.0,16.74,0.0,47.56,0.3,59.900000000000006,1.2000000000000002,1142.7,63.1,1.7,1.9,24.95,84.9,23.5,76.0,12.6,7.500000000000001,11.9,1.4,21.4,3.04,21.7,843.772
2021-10-08,mm,0.4,46.6,23.400000000000002,16.67,92.10000000000001,12.0,68.88,0.7,1146.1,0.2,0.0,2.06,33.88,41.7,8.218,51.1,0.2,30.9,6.5,3.8,79.6,0.82,0.0,1023.387
2021-10-09,mm,13.309999999999999,39.199999999999996,74.88,5.78,50.31,0.0,27.0,72.4,945.8000000000001,0.0,0.0,2.48,36.9,42.2,19.265,126.30000000000001,0.0,10.1,52.7,5.199999999999999,24.799999999999997,2.12,0.0,1625.405
2021-10-10,mm,19.833999999999996,42.599999999999994,23.200000000000003,33.36,53.120000000000005,23.0,22.71,29.700000000000003,1036.3999999999999,22.0,6.2,2.26,78.62,33.2,43.231,94.1,1.9,102.7,53.599999999999994,0.2,57.2,8.720000000000002,0.0,1771.3110000000001
2021-10-11,mm,7.630000000000001,56.599999999999994,67.86,1.71,195.23999999999998,0.2,148.32,55.6,1074.1,4.8,1.8,6.88,33.1,134.0,41.32,6.0,2.3,7.7,34.900000000000006,0.3,81.0,9.940000000000001,21.1,1161.915
2021-10-12,mm,0.13999999999999999,28.7,64.59,0.03,63.73,48.6,57.57000000000001,57.2,1095.0,12.0,11.6,22.970000000000002,62.0,15.8,16.374,5.7,19.0,20.1,71.29999999999998,0.0,61.9,10.52,0.4,673.1419999999999
2021-10-13,mm,4.081999999999999,35.1,95.05,0.01,200.65,0.1,0.1,28.9,1090.0,0.1,0.0,33.34,77.41,9.7,22.718,112.3,0.8999999999999999,1.5,19.5,1.1,21.700000000000003,10.879999999999999,0.0,857.353
2021-10-14,mm,24.506,23.5,18.790000000000003,4.69,24.31,0.0,0.2,6.199999999999999,1024.6999999999998,0.0,0.0,22.75,4.46,6.5,70.297,88.5,0.0,158.8,108.39999999999999,0.0,28.200000000000003,5.66,0.0,1514.7209999999998
2021-10-15,mm,6.752,33.1,37.35,4.25,144.88,44.2,4.9,65.1,1081.5,0.0,0.2,90.93,3.89,18.1,78.11500000000001,178.4,38.5,8.1,0.30000000000000004,6.2,20.2,7.639999999999999,0.0,678.347
2021-10-16,mm,1.734,49.3,40.36,13.6,144.68,51.8,291.6,21.2,1142.2,0.0,31.4,16.71,20.439999999999998,78.9,58.35,110.4,25.2,161.9,155.9,34.8,142.6,15.74,50.0,2779.484
2021-10-17,mm,0.08,79.2,36.54,0.65,51.29,0.2,10.5,17.6,1101.7,4.0,3.0,40.67,49.419999999999995,18.8,43.602000000000004,44.3,5.300000000000001,12.4,70.1,2.4,24.9,8.12,1.2,1313.649
2021-10-18,mm,0.09,24.8,27.270000000000003,0.01,72.75,0.0,1.6,31.2,1136.1,18.5,0.0,27.73,4.33,6.2,36.6,11.700000000000001,0.4,6.9,29.9,32.1,44.9,16.759999999999998,0.0,416.545
2021-10-19,mm,11.422,26.7,25.45,0.03,78.51,50.8,18.6,1.2,1008.1,34.1,6.6,9.2,5.72,50.8,41.8,3.0,30.4,8.1,5.0,73.0,19.4,8.4,0.0,633.5340000000001
2021-10-20,mm,12.768000000000002,37.5,20.29,14.02,77.4,23.7,89.75,1.6,1108.0,80.0,20.7,6.3,31.459999999999997,99.9,125.305,38.0,21.7,44.8,74.2,2.4,40.0,8.559999999999999,18.1,1578.532
2021-10-21,mm,14.472,39.8,93.25,1.48,158.03,8.700000000000001,56.669999999999995,10.299999999999999,1040.8,17.3,20.1,2.1,16.6,34.5,69.612,122.89999999999999,7.699999999999999,32.4,47.4,18.9,23.0,16.4,14.6,1083.375
2021-10-22,mm,13.124,32.0,43.62,4.2,81.83,6.3,0.0,7.9,1089.1,0.2,0.8,2.7,6.59,19.6,80.755,6.9,2.8,32.8,14.399999999999999,17.4,19.2,4.4799999999999995,0.0,1054.4740000000002
2021-10-23,mm,7.002,30.6,70.94,5.04,186.38,1.9,0.0,13.0,1010.3,5.6,11.2,3.6999999999999997,46.849999999999994,21.900000000000002,121.711,44.699999999999996,12.2,55.9,59.9,38.300000000000004,52.6,9.08,0.1,1368.3880000000001
2021-10-24,mm,1.226,27.7,46.93,1.34,74.41,2.4,0.0,11.6,1073.7,6.1,1.0,1.81,4.699999999999999,12.399999999999999,53.0,93.0,65.1,4.5,1.9000000000000001,16.4,27.5,19.24,0.0,490.29699999999997
2021-10-25,mm,10.315999999999999,26.6,52.5,44.6,51.27,12.6,9.2,1.2,1036.3,17.5,2.3,1.8,6.53,25.1,138.269,267.7,6.8999999999999995,192.2,81.2,22.5,18.9,6.1,0.0,1735.593
2021-10-26,mm,5.7940000000000005,58.1,56.81999999999999,9.08,88.31,73.4,177.98,27.4,1032.8,90.1,13.5,2.6,4.26,189.7,30.8,26.1,22.6,41.3,55.5,0.0,34.6,10.440000000000001,3.4,2066.0450000000005
2021-10-27,mm,10.784,56.3,39.25,0.35,86.00999999999999,10.7,146.26,16.7,1061.9,36.7,1.3,1.6,15.920000000000002,137.79999999999998,67.6,169.3,7.199999999999999,43.4,99.3,9.0,30.0,16.880000000000003,0.1,1270.697
2021-10-28,mm,8.85,74.7,152.05,0.12,31.909999999999997,23.2,160.51999999999998,8.5,1009.3000000000001,13.5,8.5,1.51,42.35,91.2,22.9,32.5,0.0,23.0,27.599999999999998,1.6,29.1,7.2,3.5,1550.9149999999997
2021-10-29,mm,17.188,52.3,10.76,3.95,206.57,34.3,236.01,29.799999999999997,1105.8999999999999,17.5,39.7,22.75,3.0700000000000003,94.3,23.017,58.9,7.8999999999999995,19.9,33.0,6.9,160.20000000000002,0.5399999999999999,10.1,1909.1480000000001
2021-10-30,mm,1.932,54.5,133.69,7.0,42.72,25.4,122.69999999999999,20.4,1069.2,0.1,17.9,2.9600000000000004,3.16,16.900000000000002,66.3,132.7,13.200000000000001,115.9,22.9,7.0,26.4,6.56,0.0,1049.7289999999998
2021-10-31,mm,0.136,41.9,37.89,5.39,117.6,24.299999999999997,105.13000000000001,22.0,1101.4,0.5,1.5,3.84,44.44,105.10000000000001,108.491,379.8,7.699999999999999,197.0,89.9,54.3,86.7,17.580000000000002,0.0,1954.3769999999997
2021-11-01,mm,1.166,44.7,43.86,0.12,133.14,11.6,79.44,8.1,1065.3999999999999,0.1,0.7,3.0900000000000003,4.71,14.4,136.386,329.7,0.2,16.4,20.3,22.3,57.2,11.9,0.7,1274.6499999999999
2021-11-02,mm,0.14600000000000002,37.0,10.87,0.7,84.74,57.699999999999996,8.8,0.9,1038.6999999999998,2.4,0.2,2.4,3.9,14.5,113.212,105.2,11.6,174.8,74.7,16.6,87.8,7.519999999999999,0.1,1251.174
2021-11-03,mm,14.372,41.3,136.84,6.33,47.34,21.7,1.4,2.9,1038.5,0.1,1.2,5.3,31.71,38.6,52.5,97.3,3.5,21.0,50.6,6.9,120.1,2.2,0.0,1670.4629999999997
2021-11-04,mm,15.705999999999998,24.400000000000002,44.6,2.01,70.28,33.0,6.200000000000001,13.2,1119.8,3.0,19.7,3.9,59.489999999999995,32.9,40.199999999999996,61.900000000000006,1.2000000000000002,48.6,41.5,23.5,24.2,4.0600000000000005,0.0,1513.251
2021-11-05,mm,4.35,27.0,12.75,0.07,5.3,6.6,1.0,1.6,1148.2,0.4,0.3,2.1,4.29,22.2,70.259,53.300000000000004,0.6000000000000001,3.3000000000000003,0.5,8.5,18.9,7.539999999999999,0.0,477.1649999999999
2021-11-06,mm,11.623999999999999,30.6,11.71,0.11,7.1000000000000005,10.7,0.1,1.0,1084.1,0.1,2.0,2.3,3.49,9.6,36.736999999999995,0.2,16.4,1.2,4.9,8.6,22.5,8.399999999999999,0.0,304.007
2021-11-07,mm,3.5879999999999996,30.4,11.59,0.0,49.3,0.3,5.2,28.8,1130.7,0.1,8.7,1.1,3.26,7.199999999999999,41.629,0.7000000000000001,0.0,22.2,7.5,0.7,18.200000000000003,16.999999999999996,5.6,413.728
2021-11-08,mm,0.24,23.0,8.54,0.76,31.400000000000002,46.3,33.293,17.0,1175.1,9.6,6.7,1.5,2.82,23.8,113.1,39.1,0.6,108.6,30.3,26.9,78.3,0.27999999999999997,3.8,1370.4769999999999
2021-11-09,mm,1.4759999999999998,38.8,10.450000000000001,0.65,62.79,22.099999999999998,8.312,0.8,1088.2,0.0,9.6,1.84,3.75,26.700000000000003,85.006,89.19999999999999,38.9,152.8,205.9,60.7,28.6,7.32,0.0,1782.2800000000002
2021-11-10,mm,15.12,26.3,10.82,0.31,6.84,18.7,7.427,0.4,1070.8,0.0,0.7,1.71,4.32,51.800000000000004,103.294,6.0,2.3,191.0,115.4,10.100000000000001,33.9,2.2600000000000002,0.0,1167.12
2021-11-11,mm,4.352,21.2,12.96,0.0,1.1,0.0,0.0,0.7,1054.7,0.0,0.6,1.2,2.45,2.5,41.2,18.0,26.1,154.936,48.9,11.5,19.3,2.0,0.0,561.2549999999999
2021-11-12,mm,8.978,28.6,10.54,0.0,1.8000000000000003,0.0,0.0,0.8,1208.8999999999999,0.0,0.1,1.0,4.56,2.4000000000000004,167.153,3.6,10.9,44.727999999999994,49.5,11.6,21.1,9.219999999999999,0.5,658.2540000000001
2021-11-13,mm,17.966,24.6,12.46,1.36,1.5,1.4,0.0,0.7,1081.7,0.3,0.2,0.5,4.01,6.0,57.711,29.900000000000002,3.7,51.35,118.9,11.5,18.9,2.54,0.0,1242.587
2021-11-14,mm,0.508,30.8,11.98,0.06,63.93,0.1,4.7,0.6,1088.7,0.2,0.4,1.0,5.09,3.3000000000000003,67.665,23.8,11.399999999999999,9.359,34.1,11.3,27.400000000000002,16.82,0.0,476.467
2021-11-15,mm,4.401999999999999,28.6,10.06,0.16,119.3,0.0,0.0,0.6,1074.8,0.0,0.2,1.4,3.88,2.5999999999999996,57.199999999999996,8.2,0.0,27.326999999999998,36.0,8.8,18.099999999999998,5.76,0.0,754.193
2021-11-16,mm,6.172,28.9,12.309999999999999,0.89,5.63,0.0,0.0,0.7,1059.0,0.0,0.3,1.3,3.27,0.6000000000000001,112.9,13.3,3.0,48.897,24.0,23.1,23.6,7.58,0.0,333.957
2021-11-17,mm,0.15,27.2,12.67,0.35,72.08,0.0,0.0,0.6,1066.0,0.0,0.4,1.2,2.54,9.6,71.5,6.0,1.3,92.723,45.099999999999994,0.1,23.200000000000003,8.139999999999999,0.0,542.8410000000001
2021-11-18,mm,9.198,22.6,11.25,0.0,50.5,0.0,0.0,0.7,1068.6999999999998,0.0,0.3,0.9,3.8,6.1,88.2,113.0,0.1,121.33200000000001,62.1,44.099999999999994,24.599999999999998,4.9799999999999995,0.0,730.679
2021-11-19,mm,5.216,29.7,16.810000000000002,0.06,53.9,27.700000000000003,0.0,0.6000000000000001,1041.3999999999999,0.1,0.2,1.8,3.27,5.9,144.0,313.3,4.1,129.105,72.4,4.1,27.900000000000002,4.26,0.0,1105.572
2021-11-20,mm,3.7020000000000004,36.0,24.32,26.05,1.3399999999999999,0.0,0.6,7.0,1013.2,10.9,13.0,1.6,2.66,17.7,116.0,264.0,5.8,6.8549999999999995,1.7,27.1,46.4,5.06,1.0,753.886
2021-11-21,mm,0.22800000000000004,122.9,23.07,0.34,66.22999999999999,45.3,1.1,1.5,1060.1,4.6,0.8,1.4000000000000001,7.840000000000001,41.7,43.6,248.0,17.0,9.172,18.4,7.5,24.5,4.08,8.2,730.9849999999999
2021-11-22,mm,0.11600000000000002,21.0,23.669999999999998,2.93,51.5,5.5,0.653,45.6,1040.0,0.0,0.5,1.0,8.379999999999999,15.0,109.5,344.5,5.6,18.757,73.1,0.0,34.6,4.2,0.0,1516.197
2021-11-23,mm,11.026,0.0,49.62,11.35,86.5,63.9,115.012,40.5,1030.8,58.7,29.7,1.9,6.51,81.4,127.8,269.09999999999997,39.5,292.28200000000004,181.2,0.0,76.9,21.32,70.1,2363.3959999999997
2021-11-24,mm,7.936000000000002,0.6,63.21,16.33,79.57,32.599999999999994,74.186,78.0,1031.2,8.1,1.7,1.2999999999999998,5.93,39.8,212.212,235.2,22.099999999999998,87.801,27.3,4.1,71.9,5.92,0.5,1895.847
2021-11-25,mm,8.236,0.8,25.29,4.52,130.81,166.7,48.257999999999996,107.5,1013.3,0.0,52.9,27.439999999999998,0.5,10.1,87.0,281.79999999999995,75.8,188.707,134.7,17.0,42.8,6.5200000000000005,0.4,1784.4930000000002
2021-11-26,mm,0.11200000000000002,0.0,136.05,85.3,168.82,0.4,0.233,43.6,1037.6,10.2,0.1,33.33,14.9,28.400000000000002,39.9,252.20000000000002,0.0,41.211,57.2,11.0,97.7,8.040000000000001,0.0,1295.828
2021-11-27,mm,5.266,0.0,21.89,1.49,20.21,0.0,0.0,52.6,1009.8,3.7,8.3,5.720000000000001,0.1,14.7,26.5,278.40000000000003,0.0,21.216,60.1,6.7,33.7,7.5200000000000005,0.0,732.325
2021-11-28,mm,9.250000000000002,0.0,15.81,1.11,55.7,0.0,9.8,1.0,1000.8,0.0,1.3,75.88000000000001,0.0,14.1,48.4,276.20000000000005,0.0,5.449,31.1,6.0,31.5,1.6400000000000001,0.0,485.7319999999999
2021-11-29,mm,0.23600000000000004,2.8,17.07,0.02,29.689999999999998,20.2,42.6,1.7,1004.0,13.7,22.2,28.37,0.0,4.2,174.557,260.3,88.1,142.778,101.19999999999999,38.2,17.8,4.359999999999999,0.0,1075.819
2021-11-30,mm,0.394,0.0,27.47,0.0,97.89,83.1,0.5,0.4,1035.8999999999999,0.0,15.1,20.92,0.2,2.1,109.026,210.49999999999997,39.8,105.673,108.1,23.1,32.2,4.36,0.0,1160.824
2021-12-01,mm,14.433999999999997,0.0,25.559999999999995,0.09,3.5,0.0,0.0,0.6,1010.1999999999999,13.0,0.0,13.52,0.0,1.3,45.3,264.2,0.0,23.125,48.5,59.0,36.6,4.7,0.0,766.1160000000001
2021-12-02,mm,0.13599999999999998,3.6,23.37,0.8,1.58,0.0,25.7,0.8,1004.4,15.4,4.4,12.3,0.0,1.4,38.642,185.6,5.7,1.105,23.4,24.6,28.3,1.8400000000000003,7.0,326.43999999999994
2021-12-03,mm,3.3840000000000003,0.0,26.15,0.28,1.0,1.9,0.0,0.5,988.6999999999999,0.1,0.0,12.6,0.0,3.0,165.4,213.20000000000002,26.299999999999997,5.247,5.9,9.3,26.1,3.38,0.0,570.6970000000001
2021-12-04,mm,11.185999999999998,0.0,29.439999999999998,0.01,0.7,0.9,0.3,0.4,1023.6999999999999,0.1,0.1,10.969999999999999,0.0,1.1,37.2,250.8,0.8,11.838000000000001,40.599999999999994,0.5,21.5,8.419999999999998,18.1,398.179
2021-12-05,mm,9.266018018018018,18.861241217798593,33.97318376068376,9.864574944071588,45.772518676627534,19.41091113610799,54.83837393162393,29.170744336569577,873.6126775956284,8.38736176935229,5.676525821596243,9.470978723404256,26.122518756698817,42.02942462600691,50.51582465462275,62.761192758253465,13.992164674634795,28.172589304812835,40.04457917109458,7.959263607257204,23.52471276595745,4.17710843373494,7.151162790697675,812.8839448127476
2021-12-06,mm,4.362,0.0,25.66,1.96,2.67,7.9,0.0,0.5,989.4,0.0,0.2,11.94,0.0,5.1,64.8,278.3,56.3,2.928,4.9,0.2,24.2,1.6400000000000001,0.0,241.142
2021-12-07,mm,4.362,0.0,28.75,0.39,0.6,14.6,0.0,0.5,998.9999999999999,4.2,0.0,19.95,0.0,12.1,28.400000000000002,267.9,16.4,0.567,0.1,0.0,22.3,1.26,0.4,127.417
2021-12-08,mm,4.362,0.0,28.19,0.45,0.6000000000000001,3.5,0.2,0.4,995.3,0.3,0.0,10.16,0.0,23.6,68.822,262.1,0.30000000000000004,1.634,9.6,0.7,21.1,1.44,0.0,204.25999999999996
