date,precipitacion_unidadmedida,precipitacion_amazonas,precipitacion_arauca,precipitacion_atlantico,precipitacion_bogota,precipitacion_bolivar,precipitacion_caqueta,precipitacion_casanare,precipitacion_cesar,precipitacion_choco,precipitacion_guainia,precipitacion_guaviare,precipitacion_la guajira,precipitacion_magdalena,precipitacion_meta,precipitacion_narino,precipitacion_norte de santander,precipitacion_putumayo,precipitacion_quindio,precipitacion_risaralda,precipitacion_san andres providencia,precipitacion_sucre,precipitacion_vaupes,precipitacion_vichada,precipitacion_departamentos_represa
2021-01-12,mm,23.4,42.2,12.85,0.0,0.8899999999999999,1.2999999999999998,0.6,0.0,1067.5,0.1,3.94,0.1,14.16,0.2,3.9299999999999997,0.1,7.6,3.0,52.249,0.0,6.7,0.4,9.22,604.4639999999999
2021-01-13,mm,10.629999999999999,29.0,12.3,0.0,0.2,0.0,2.9,0.0,1122.3999999999999,0.0,5.26,0.1,12.81,0.0,80.631,0.0,5.6000000000000005,0.1,0.087,0.4,3.8,0.8,10.04,864.961
2021-01-14,mm,0.02,21.4,14.43,0.0,0.0,0.0,2.1,0.0,1050.8,1.2,3.94,0.1,12.38,0.0,64.95,0.0,0.2,0.0,4.41,3.9,5.1000000000000005,0.1,15.48,586.109
2021-01-15,mm,16.919999999999998,16.9,16.96,0.0,0.95,0.0,1.1,0.0,1009.6999999999999,0.1,3.8600000000000003,0.1,13.36,0.0,15.747000000000002,0.0,0.0,18.7,7.4,0.0,8.3,0.0,16.46,476.95699999999994
2021-01-16,mm,2.42,79.4,10.79,0.0,0.2,0.0,1.7000000000000002,0.0,1009.1,0.6,14.0,0.1,13.31,0.31,179.846,7.6,0.0,1.4,11.526,0.2,11.2,0.0,7.3199999999999985,1767.9569999999999
2021-01-17,mm,30.89,102.2,9.68,0.0,0.0,0.0,1.0,0.0,1032.6,1.6,8.200000000000001,0.1,11.139999999999999,0.3,109.862,0.0,0.0,0.0,10.620000000000001,6.6,8.4,0.2,17.14,837.442
2021-01-18,mm,48.480000000000004,18.7,15.58,0.06,1.0,0.0,2.3,0.0,1016.6,0.0,1.5399999999999998,0.1,12.29,0.0,49.6,0.1,6.4,1.1,7.398,0.0,8.899999999999999,0.2,11.620000000000001,531.8739999999999
2021-01-19,mm,203.37,14.9,13.91,0.08,0.2,0.0,1.4,0.0,962.8000000000001,0.0,0.02,0.2,10.78,0.0,79.339,0.0,8.6,0.1,0.5,0.2,8.6,0.3,7.32,398.012
2021-01-20,mm,0.11,17.0,11.71,0.1,1.26,0.0,3.0,0.0,1010.5,0.0,4.14,0.2,8.54,0.0,46.374,0.0,18.599999999999998,0.0,1.5,7.8,5.699999999999999,0.0,1.22,748.708
2021-01-21,mm,3.75,23.8,8.24,0.0,4.55,1.1,1.4,0.0,1028.1,20.3,1.8199999999999998,0.1,15.41,0.0,113.747,0.09,6.2,2.0,0.7,0.0,8.1,0.0,15.620000000000001,556.4559999999999
2021-01-22,mm,36.82,13.9,11.889999999999999,0.15000000000000002,2.5500000000000003,79.4,4.4,0.0,1063.1,18.3,0.5599999999999999,0.0,15.84,20.4,46.199999999999996,9.91,147.2,3.1,21.541,0.0,6.7,4.3,1.52,844.852
2021-01-23,mm,26.6,15.8,3.84,6.24,1.43,18.9,1.3,0.0,1014.4,1.2,0.36,0.2,11.399999999999999,8.7,23.942999999999998,0.0,7.2,0.7,55.134,0.0,5.8,0.2,11.739999999999998,912.79
2021-01-24,mm,0.0,20.200000000000003,9.14,0.18,4.24,0.6000000000000001,1.6,0.0,950.3000000000001,0.5,1.5399999999999998,0.1,14.55,20.939999999999998,45.873000000000005,6.2,7.0,0.0,1.304,0.0,8.9,2.7,15.48,560.742
2021-01-25,mm,2.1,14.8,13.2,2.61,0.0,32.4,3.0,0.0,1050.0,0.0,1.6199999999999999,0.0,13.09,2.58,48.641,9.360000000000001,28.0,0.1,1.9,0.0,6.7,0.7,15.48,555.6419999999999
2021-01-26,mm,26.86,17.3,10.23,0.1,3.1,4.6,1.9000000000000001,0.0,996.0999999999999,0.0,3.8600000000000003,0.0,21.53,0.8,24.442,0.0,2.6,0.0,2.8000000000000003,0.0,7.3,0.9,5.54,467.7260000000001
2021-01-27,mm,26.15,16.0,10.7,0.03,4.14,0.1,2.0,0.0,997.9,27.0,3.8600000000000003,0.1,7.89,0.2,25.23,0.0,7.6,0.0,10.807,0.0,4.4,1.9,15.620000000000001,338.777
2021-01-28,mm,29.27,18.7,11.7,0.16,2.79,0.0,1.1,0.0,1031.3,0.1,4.14,0.1,16.35,0.0,74.37,0.0,0.2,0.0,7.346,0.0,5.8,0.0,0.0,833.841
