precipitacion_amazonas,precipitacion_arauca,precipitacion_atlantico,precipitacion_bogota,precipitacion_bolivar,precipitacion_caqueta,precipitacion_casanare,precipitacion_cesar,precipitacion_choco,precipitacion_guainia,precipitacion_guaviare,precipitacion_la guajira,precipitacion_magdalena,precipitacion_meta,precipitacion_norte de santander,precipitacion_putumayo,precipitacion_risaralda,precipitacion_san andres providencia,precipitacion_sucre,precipitacion_vaupes,precipitacion_vichada,precipitacion_departamentos_represa,temp_AMAZONAS,temp_ARAUCA,temp_ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,temp_CHOCO,temp_NARINO,temp_PUTUMAYO,temp_VICHADA,temp_avg_represas,brent_value,TRM,Date,energy_price
-0.5090045994741396,0.7593388600606532,0.139389740503299,-0.5576882822988093,4.888002338133853,-0.5307745686323835,-0.2844573772443368,-0.030482517231466805,0.5998069000725327,-0.5186125318324067,-0.6618513077945578,0.1948693382524931,1.0810034910228743,-0.3309614455951907,-0.4254942929323158,-0.6410703514167678,-0.19775366483103418,-0.29075240721872064,0.3671845821779489,1.6806159709070356,-0.3827556231105863,-0.10317957144215795,0.5506698211665472,3.0367521608412167,0.940739337682886,0.994447265547622,1.2679488525309408,0.5846240751465016,0.3237018334386483,-0.11433676432965062,-0.917312139534554,-1.3395516524762676,2021-10-01,216.92972559926667
-0.5935834124697553,1.622908155262963,-0.1617339535824616,-0.5699479178981541,5.7037258938010735,-0.4370306767083426,-0.355926916144074,0.27382265579988113,1.3128412018323607,-0.21700942855195351,0.07370516106778777,0.29677185233883285,0.10892889594201755,-0.28015675278770086,-0.5332102836957927,-0.6511532241922254,-0.023559597230738447,-0.20672261219129834,0.35893167094680994,0.541119224412049,-0.3560029315658218,0.21724495099163849,0.7502266606504429,3.234345700985403,0.8644934638909779,0.7738963088521719,1.0440017161889903,0.7589873894452822,1.1593763711748137,0.6198029528909068,-0.917312139534554,-1.4236058267063718,2021-10-02,256.9401736282
-0.5388668558168899,1.5594104129686754,-0.2481263522826347,-0.5678158073591376,3.4450727345771543,-0.5277505721187048,-0.19845166094126315,-0.32453021252018516,0.8184748189612391,-0.40261133826300166,-0.4506519256459636,-0.22607375731911633,0.03608400538641633,-0.40024057215085873,-0.2589231731949804,-0.6158631694781236,-0.5695910014393576,0.24802686678063454,0.4332078720270613,1.4367384384468547,-0.42020939127325657,-0.11541787578550097,0.35998217454860376,3.35784166357552,0.902616400786932,1.0837178908767333,1.9266399604321085,1.5610586352196723,1.1593763711748137,0.9502029715876574,-0.917312139534554,-1.4236058267063718,2021-10-03,282.06506545565
-0.580599822755516,1.7181547687043943,-0.18325055099458018,-0.28744327147846793,3.802742219983567,-0.30095083359279934,0.3393869029821831,-0.33649726988658646,0.724237180276985,-0.47221205440464475,-0.1593424330272129,-0.23178791698750922,0.1556035850757917,0.027750476348601456,-0.2889059747477008,-0.5049515689480893,-0.4556948803160873,0.4160864568354792,0.016435854854539845,0.8732972427629861,0.5321864277203586,0.28901951067436266,-0.606759847840048,3.370191259834532,0.06391178907595375,1.2937664210628776,1.612333375685771,0.8636053780245508,0.057805389613505356,0.7234719093951655,-0.761153375106361,-1.4236058267063718,2021-10-04,286.5261161793333
0.016830783952550384,2.981759840360716,0.5216896884620524,-0.5608864481073339,0.3622647684646477,0.158696636486369,-0.18016030437539815,0.17979577649244216,0.5869979006397212,-0.5650130092601688,0.7412894149857582,-0.27273939461099156,2.881081675419065,2.346291911744958,0.24856350493810128,1.188971057328797,-0.32504932961586563,-0.26603776162242,0.3382993928689623,2.731812231511268,-0.2810953952404813,1.1373044807713302,-0.4249413940880553,3.036752160841216,0.40701822113953745,-0.4181290999541925,0.7173575362346041,-0.0082111934693524,-0.7018987356011895,-0.197147481281027,-0.6140592355262438,-1.4110324779195635,2021-10-05,278.1573253050167
-0.1424964098264714,4.689849108077049,-0.3063733028528143,-0.5672827797243835,0.8989666040247671,2.305734161198274,0.7580288121982708,-0.3296589513915,0.9328408853256263,-0.08554140917329438,1.49869409579451,-0.3632135893605456,-0.15304291416720014,1.3563701700717459,-0.21450420793169098,-0.16717533097025786,-0.5360921422854547,1.15258289560524,1.6711445566979168,-1.166023502809223,-0.40950831465535076,1.73397943754142,0.21364049226041096,2.9379553907691225,0.5595099687233509,0.235509631023569,1.131520603631329,-1.4031177078595976,1.2353467836962817,-0.5256875958755073,-0.6243599455808738,-1.3836118768419516,2021-10-06,261.47478813811665
0.13201377270315864,1.9530964151932582,-0.25660258762680266,-0.5720800284371707,-0.005021612866135861,-0.524726575605026,-0.04218775385539697,-0.3792367604808769,0.8032260101126549,4.268370056131711,-0.4943483495387762,-0.33591260427822406,0.006676253273229174,0.7205417419052818,0.15084178135886459,-0.015932239338393005,-0.40879647750062315,-0.34018169841132206,-0.02895515691672492,-0.6067870921677718,0.7408574217695214,0.3294392489102752,-0.021393118687287722,2.9132561982510987,0.7882475900990725,1.062713037858119,1.6318251288080703,0.13127945796967164,0.17176100839570987,0.43874924026945966,-0.7269550177249898,-1.4057356203455469,2021-10-07,235.8578475715167
-0.5564874418576431,2.308683772041268,-0.1842285781496765,0.31647703869795574,0.5817407768208477,-0.17091898350461351,0.06659130704623685,-0.387784658599735,0.8135952001296922,-0.5959466608786769,-0.7006925734770579,-0.3308333512396526,0.2476039838886067,0.05546212697086873,-0.12566627740511213,-0.6410703514167678,-0.49924339721616123,-0.22155139954907874,2.372642011344735,-1.0735182318760506,-0.42020939127325657,0.6715689041055335,0.2845940351880185,2.9379553907691225,0.8263705269950238,0.47982836659157047,1.1578831883909741,1.1774593437623555,0.513627864742322,-0.07189663891134411,-0.5699721964924273,-1.4474416857894468,2021-10-08,229.31369943006663
0.6407850096482769,1.8388004790635408,0.37520295456540664,-0.2639900555492864,0.03120641972567386,-0.5337985651460623,-0.4407212843302029,0.8379839316445152,0.20272791765538276,-0.6114134866879308,-0.7006925734770579,-0.3175003120134025,0.3290823429545013,0.06315980769927629,0.7094102695447292,-0.6511532241922254,0.27458024923899826,-0.15235039187943683,0.11134433401263881,-0.8002072041189504,-0.42020939127325657,1.818289449501737,-0.4426797798199584,3.0614513533592396,0.14015766286786185,-0.5231533650472653,0.9410304690408597,1.8051672752379662,1.083405958653343,-0.10843855657442858,-0.5699721964924273,-1.465204884926553,2021-10-09,219.45373283245
1.2458202903318263,2.054692802864118,-0.1864019718276682,1.20610016110259,0.06822488211948674,0.16172063300004777,-0.49268811854713046,0.10799343229403428,0.4790363339917409,1.0899373523300109,0.051856949121381384,-0.3244842849414383,1.4546707999840138,-0.07539844541205976,0.3518375991752492,-0.5553659328253776,0.2896547358582546,-0.39949684784244377,1.448315953457163,0.5873718598786357,-0.42020939127325657,2.096210388570965,-0.3983338154902031,3.370191259834532,0.8263705269950238,0.09648979900185765,0.868520836731405,0.061534132250159614,1.2733319899570168,0.051587953874992855,-0.5699721964924273,-1.465204884926553,2021-10-10,221.3451706969
